0	        30.3243  		
4.31373e-08	27.9355	        
8.62745e-08	35.352		
1.29412e-07	29.0406		
1.72549e-07	30.7154		
2.15686e-07	38.9129		
2.58824e-07	31.6214		
3.01961e-07	35.5906		
3.45098e-07	34.9412		
3.88235e-07	43.8059		
4.31373e-07	38.7584		
4.7451e-07	47.2911		
5.17647e-07	32.1941		
5.60784e-07	38.1406		
6.03922e-07	33.6587		
6.47059e-07	28.6156		
6.90196e-07	35.4208		
7.33333e-07	36.4065		
7.76471e-07	41.2365		
8.19608e-07	21.8476		
8.62745e-07	23.7478		
9.05883e-07	13.7831		
9.4902e-07	34.0252		
9.92157e-07	38.731		
1.03529e-06	36.8698		
1.07843e-06	37.6404		
1.12157e-06	45.4327		
1.16471e-06	31.7583		
1.20784e-06	38.0679		
1.25098e-06	29.8427		
1.29412e-06	40.8336		
1.33725e-06	44.4433		
1.38039e-06	33.1989		
1.42353e-06	35.6437		
1.46667e-06	58.6713		
1.5098e-06	73.3548		
1.55294e-06	63.3934		
1.59608e-06	45.0038		
1.63922e-06	57.8899		
1.68235e-06	53.5532		
1.72549e-06	61.6809		
1.76863e-06	81.4041		
1.81176e-06	102.078		
1.8549e-06	107.483		
1.89804e-06	107.554		
1.94118e-06	99.3376		
1.98431e-06	96.741		
2.02745e-06	105.625		
2.07059e-06	123.651		
2.11373e-06	117.695		
2.15686e-06	123.075		
2.2e-06		134.018		
2.24314e-06	132.381		
2.28627e-06	129.963		
2.32941e-06	140.833		
2.37255e-06	143.641		
2.41569e-06	144.032		
2.45882e-06	152.945		
2.50196e-06	156.083		
2.5451e-06	160.298		
2.58824e-06	160.468		
2.63137e-06	159.172		
2.67451e-06	158.312		
2.71765e-06	158.707		
2.76079e-06	160.404		
2.80392e-06	168.431		
2.84706e-06	158.525		
2.8902e-06	156.833		
2.93333e-06	168.609		
2.97647e-06	161.903		
3.01961e-06	157.175		
3.06275e-06	171.553		
3.10588e-06	163.396		
3.14902e-06	156.871		
3.19216e-06	169.252		
3.2353e-06	162.155		
3.27843e-06	161.136		
3.32157e-06	168.684		
3.36471e-06	162.906		
3.40785e-06	160.148		
3.45098e-06	164.372		
3.49412e-06	163.242		
3.53726e-06	159.718		
3.58039e-06	164.827		
3.62353e-06	162.876		
3.66667e-06	159.211		
3.70981e-06	163.119		
3.75294e-06	162.109		
3.79608e-06	162.269		
3.83922e-06	162.806		
3.88236e-06	163.125		
3.92549e-06	162.262		
3.96863e-06	159.247		
4.01177e-06	157.036		
4.05491e-06	151.748		
4.09804e-06	128.225		
4.14118e-06	69.0127		
4.18432e-06	6.3216		
4.22745e-06	-5.18583		
4.27059e-06	-9.93334		
4.31373e-06	-6.87562		
4.35687e-06	-8.8732		
4.4e-06		-12.3893		
4.44314e-06	-9.25377		
4.48628e-06	-7.08032		
4.52942e-06	-10.5845		
4.57255e-06	-10.0231		
4.61569e-06	-8.54683		
4.65883e-06	-8.6931		
4.70197e-06	-11.3583		
4.7451e-06	-10.2456		
4.78824e-06	-7.82707		
4.83138e-06	-7.97908		
4.87451e-06	-7.81976		
4.91765e-06	-7.06837		
4.96079e-06	-7.65266		
5.00393e-06	-8.87775		
5.04706e-06	-11.5871		
5.0902e-06	-7.24684		
5.13334e-06	-8.37354		
5.17648e-06	-7.91039		
5.21961e-06	-9.67983		
5.26275e-06	-12.4636		
5.30589e-06	-11.808		
5.34903e-06	-10.4749		
5.39216e-06	-9.6775		
5.4353e-06	-6.69158		
5.47844e-06	-9.405		
5.52157e-06	-11.3307		
5.56471e-06	-7.21476		
5.60785e-06	-7.98045		
5.65099e-06	-9.47234		
5.69412e-06	-9.74702		
5.73726e-06	-11.4563		
5.7804e-06	-11.3376		
5.82354e-06	-11.5373		
5.86667e-06	-9.18348		
5.90981e-06	-6.52036		
5.95295e-06	-9.42605		
5.99609e-06	-13.5923		
6.03922e-06	-10.4616		
6.08236e-06	-10.2221		
6.1255e-06	-11.4037		
6.16863e-06	-12.6372		
6.21177e-06	-12.2447		
6.25491e-06	-5.8288		
6.29805e-06	-8.79082		
6.34118e-06	-11.2084		
6.38432e-06	-10.8583		
6.42746e-06	-8.67733		
6.4706e-06	-11.6283		
6.51373e-06	-11.7411		
6.55687e-06	-9.50463		
6.60001e-06	-6.17994		
6.64315e-06	-1.04613		
6.68628e-06	11.8564		
6.72942e-06	61.2789		
6.77256e-06	132.856		
6.81569e-06	150.802		
6.85883e-06	149.744		
6.90197e-06	155.741		
6.94511e-06	152.872		
6.98824e-06	154.6		
7.03138e-06	159.546		
7.07452e-06	160.487		
7.11766e-06	159.55		
7.16079e-06	158.109		
7.20393e-06	157.136		
7.24707e-06	158.569		
7.29021e-06	163.37		
7.33334e-06	158.449		
7.37648e-06	157.78		
7.41962e-06	160.962		
7.46275e-06	158.591		
7.50589e-06	162.02		
7.54903e-06	162.655		
7.59217e-06	159.658		
7.6353e-06	156.819		
7.67844e-06	158.743		
7.72158e-06	164.386		
7.76472e-06	162.766		
7.80785e-06	157.706		
7.85099e-06	159.133		
7.89413e-06	169.871		
7.93726e-06	159.623		
7.9804e-06	155.863		
8.02354e-06	160.1		
8.06668e-06	159.849		
8.10981e-06	159.562		
8.15295e-06	159.084		
8.19609e-06	155.36		
8.23923e-06	152.008		
8.28236e-06	146.946		
8.3255e-06	138.837		
8.36864e-06	132.059		
8.41178e-06	120.721		
8.45491e-06	106.762		
8.49805e-06	84.0928		
8.54119e-06	73.2026		
8.58432e-06	74.8142		
8.62746e-06	55.1779		
8.6706e-06	59.8339		
8.71374e-06	53.3942		
8.75687e-06	54.2308		
8.80001e-06	44.5442		
8.84315e-06	43.7204		
8.88629e-06	36.108		
8.92942e-06	35.4644		
8.97256e-06	24.785		
9.0157e-06	25.1811		
9.05884e-06	26.2581		
9.10197e-06	24.574		
9.14511e-06	22.802		
9.18825e-06	19.2028		
9.23138e-06	17.3618		
9.27452e-06	20.7291		
9.31766e-06	16.8124		
9.3608e-06	13.332		
9.40393e-06	32.9701		
9.44707e-06	28.4046		
9.49021e-06	25.0413		
9.53335e-06	16.0646		
9.57648e-06	21.3765		
9.61962e-06	24.2773		
9.66276e-06	35.7993		
9.7059e-06	26.3762		
9.74903e-06	27.8891		
9.79217e-06	28.8539		
9.83531e-06	32.3167		
9.87844e-06	33.7779		
9.92158e-06	19.142		
9.96472e-06	34.0734		
1.00079e-05	34.2397		
1.0051e-05	33.5163		
1.00941e-05	34.8675		
1.01373e-05	36.8719		
1.01804e-05	24.5477		
1.02235e-05	26.9774		
1.02667e-05	37.8338		
1.03098e-05	29.5888		
