-1.03521612E-006	2190.5613094299
-9.6674052E-007	2380.8061314329
-9.0373665E-007	2551.4545459648
-8.44946655E-007	2636.9402632827
-7.88062545E-007	2736.9448415295
-7.3325691E-007	2793.8813997346
-6.7956816E-007	2868.4190220929
-6.27274545E-007	2910.622637484
-5.7573918E-007	2988.2171609128
-5.25542025E-007	3029.6521141367
-0.000000476	3086.4492839283
-4.27431855E-007	3116.677497121
-3.7930368E-007	3159.6694732957
-3.3183036E-007	3175.8947051166
-2.84599575E-007	3181.0227815309
-2.3744493E-007	3176.8844802204
-1.9022886E-007	3174.9730841657
-0.000000143	3165.3713439565
-9.559656E-008	3140.8781204232
-4.7839215E-008	3131.668496605
9.5388555E-008	3152.474803057
1.4257227E-007	3179.0629457642
1.89581955E-007	3190.8318466716
2.36421045E-007	3202.4533354512
2.8314753E-007	3210.1708485027
3.29778795E-007	3216.7259455646
3.7649877E-007	3210.6181563667
4.23560475E-007	3187.3048373407
4.70898885E-007	3168.6742330383
5.1894921E-007	3121.7270642811
5.6763747E-007	3080.8248230682
6.1752804E-007	3006.5802014289
6.68135295E-007	2964.001900518
7.2013566E-007	2884.5951369765
7.7306772E-007	2833.8213173642
8.27535045E-007	2753.9446815132
8.83087635E-007	2700.1441336939
9.40744095E-007	2601.6165404536
0.000001004	2370.5175882923
1.081883715E-006	1926.4778975191
0.000001162	1872.793147375
1.244289855E-006	1822.3374101451
0.000001327	1813.7644772413
1.400095575E-006	2051.8489929423
1.469293605E-006	2167.6917681038
1.53684E-006	2220.6958639318
1.60379199E-006	2240.4113753751
1.67037378E-006	2252.8682391987
1.736808495E-006	2257.8557008937
1.80306243E-006	2264.0164693614
1.86936756E-006	2262.2683946174
1.935814845E-006	2257.4285766529
0.000002002	2265.8072912772
2.067734655E-006	2282.4713504196
2.133125265E-006	2293.9073362368
2.197890405E-006	2316.0607697289
2.26233816E-006	2327.4666433299
2.325847695E-006	2361.8500749533
0.000002389	2376.7935581289
2.451812295E-006	2386.4691020266
2.51456427E-006	2390.3630124789
2.57732268E-006	2390.1179140772
0.00000264	2392.3748315469
2.70235089E-006	2406.5842219044
2.764608165E-006	2409.3569787627
2.826666105E-006	2417.0960234903
2.888619495E-006	2421.1750156045
2.950794825E-006	2412.5324304672
0.000003013	2409.7546869729
3.075260385E-006	2410.856181821
3.13751991E-006	2409.2699068938
3.199921575E-006	2403.7820144703
3.26231301E-006	2404.1761501398
3.32419269E-006	2424.0590772286
0.000003386	2428.0761357266
3.448060035E-006	2415.8464062835
3.51013983E-006	2416.2450923042
3.572134335E-006	2419.5692827937
3.634220985E-006	2415.9783141787
3.6963702E-006	2413.5461727071
3.758603535E-006	2410.2838133293
3.82123554E-006	2394.9416915521
3.88391652E-006	2393.0704338062
3.94679016E-006	2385.7374887155
4.0096638E-006	2385.7374887155
4.072366875E-006	2392.2271754615
4.135162095E-006	2388.7168481932
0.000004198	2387.6360564561
4.26067629E-006	2392.7051206282
4.32345213E-006	2389.4542868722
4.38622797E-006	2389.4542868722
4.448890095E-006	2393.7905074238
4.51156245E-006	2393.3997693241
4.57409265E-006	2398.8408800868
4.63665357E-006	2397.6629499694
4.699419975E-006	2389.8134678894
4.76212716E-006	2392.0703823653
0.000004825	2385.5701631969
0.000004888	2381.6884360929
4.95090933E-006	2383.8436427419
5.013779415E-006	2385.8723906608
5.076131085E-006	2405.7094220572
5.138492985E-006	2405.3147835457
5.2012245E-006	2391.1426338101
5.26384338E-006	2395.4436744956
5.326547565E-006	2392.1848278548
5.389210785E-006	2393.7486774539
5.451504405E-006	2407.9512476559
0.000005514	2401.6356099158
5.576675145E-006	2391.8369475186
5.639480595E-006	2388.3277645491
5.702541915E-006	2378.6371741029
5.76547014E-006	2383.6680599207
5.828319735E-006	2386.6502242377
5.891151075E-006	2387.3436409282
5.953583745E-006	2402.588260281
6.01610865E-006	2399.0440289354
6.07860507E-006	2400.1374798749

