-6.06924846E-006	2432.1230926683
-6.00757395E-006	2401.0860592463
-5.94510222E-006	2405.8211247936
-5.882753445E-006	2379.73984684
-5.819721345E-006	2381.2880291698
-5.756730225E-006	2385.6014638051
-5.69385300000001E-006	2387.5471271959
-0.000005631	2396.2346527161
-5.568428805E-006	2395.8425423531
-5.50582035E-006	2401.3028508748
-5.44335426E-006	2406.8298128233
-0.000005381	2402.4393408091
-5.318595075E-006	2403.2280158709
-5.256179025E-006	2408.7226591913
-5.193905355E-006	2408.8050496262
-5.131633815E-006	2418.9728750896
-5.069624025E-006	2419.7718590696
-5.00763471E-006	2423.1057673552
-4.945730685E-006	2427.11907519
-4.88392902E-006	2420.4395469809
-0.000004822	2421.238914055
-0.00000476	2425.6913705544
-4.69816701E-006	2420.082229554
-4.636185645E-006	2422.304580578
-4.574261145E-006	2423.9068967665
-4.51237758E-006	2409.5183686019
-4.450124475E-006	2408.7261403632
-4.387850895E-006	2403.2412996056
-4.32543519E-006	2400.0919715244
-4.262937585E-006	2403.3712569295
-4.200525255E-006	2401.7959669523
-4.13807199E-006	2402.8896189402
-4.07564715E-006	2406.0462981053
-4.01330421E-006	2408.2423539509
-0.000003951	2409.8261141771
-3.888772965E-006	2412.0290784578
-3.82658466E-006	2414.0157755931
-3.764447535E-006	2424.9002335422
-3.70258932E-006	2422.0106515185
-3.640657305E-006	2404.3252850147
-3.57826974E-006	2401.564090661
-3.515810445E-006	2390.665884122
-3.45306642E-006	2388.3260533175
-3.390260925E-006	2391.5783915153
-3.32754084E-006	2389.2362041918
-3.26475927E-006	2382.7530614803
-3.20180688E-006	2382.3653504972
-3.138844245E-006	2386.6821228201
-0.000003076	2389.7991899537
-3.01322871E-006	2389.7991899537
-2.95046193E-006	2389.4091827384
-2.887684905E-006	2404.6779643247
-2.82530649E-006	2407.1351336779
-0.000002763	2406.2645654202
-2.700654465E-006	2405.4744750293
-2.638296705E-006	2395.6462483341
-2.57568312E-006	2395.6462483341
-2.513069535E-006	2398.9133881917
-2.450541225E-006	2393.8185858948
-2.387879835E-006	2387.3208435073
-0.000002325	2383.4373981825
-2.26211358E-006	2369.5239413145
-2.198809725E-006	2358.4638664468
-2.135209005E-006	2339.6410054841
-2.071096605E-006	2327.7478248361
-2.006656635E-006	2317.5244944958
-1.9419324E-006	2309.4885568306
-0.000001877	2286.472087892
-1.811379705E-006	2277.2330889255
-1.745510295E-006	2266.4738652899
-1.679328195E-006	2264.7225080805
-1.613094915E-006	2261.8104390242
-1.54677636E-006	2253.1159466985
-1.48020189E-006	2229.318887347
-1.412916765E-006	2199.8662041375
-1.3447308E-006	2131.4453842698
-1.27435602E-006	2025.6643571392
-1.20030624E-006	1802.1787981234
-1.117073655E-006	1832.4519544841
